1.2301811 1.6016351 2.0638359 2.2276955 3.7209184 3.8641076 3.9752727 4.0082874 4.1078234 4.1078234 4.1622577 4.1622577 4.1859183 4.1859183 4.2601066 4.2909207 4.8842826 4.8842826 4.9049535 4.9049535 5.016677 5.0380235 5.25513 5.25513 5.373917 5.395767 5.395767 5.482401 5.504008 5.504008 5.625918 5.677463 5.7529793 5.7818 5.7887006 5.79242 5.883652 5.883652 5.931719 6.0840263 6.1104636 6.23367 6.2351685 6.2351685 6.319211 6.319211 6.328277 6.3283987 6.331781 6.3391924 6.365796 6.3772407 6.3772407 6.500853 6.500853 6.633981 6.668813 6.717431 7.426388 7.479689 7.479689 7.4999022 7.5909214 7.6585846 7.6895833 7.731063 7.731063 8.085656 8.085656 8.122543 8.122614 8.179154 8.179154 8.193209 8.202324 8.395756 8.458938 8.494761 8.494761 8.756564 8.857245 8.857245 8.952941 9.052275 9.101421 9.101421 9.304159 9.567556 9.70832 9.798312 9.798312 9.860134 10.145822 10.145822 10.754544 10.754544 11.051405 11.270231 12.512345 12.524803
0.8583313 0.8583313 2.8421147 2.9105463 2.9382668 2.9382668 3.1573224 3.1573224 3.2513995 3.3664327 3.3664327 3.4090998 3.4120817 3.4120817 3.4120817 3.4633086 3.5319936 3.6160624 3.6418288 3.6671102 3.6682265 3.6682265 3.7072995 3.748968 3.748968 3.7586496 3.7591226 3.859089 3.8606834 3.8606834 3.8883562 3.8883562 3.9857645 3.9857645 4.0087214 4.0587173 4.0626783 4.0807576 4.095612 4.110324 4.110324 4.178647 4.257906 4.267221 4.2816854 4.2985125 4.3985953 4.3985953 4.548913 4.5515523 4.5515523 4.552451 4.552451 4.5550733 4.755803 4.755803 4.8191266 4.8191266 4.8191266 4.8839273 5.055323 5.069398 5.1054077 5.1354313 5.1547103 5.234809 5.4208074 5.4208074 5.4383388 5.487947 5.549317 5.549317 5.7257314 5.8713546 5.981298 5.981298 6.0723205 6.0727563 6.112806 6.1413713 6.1530404 6.211828 6.211828 6.307172 6.415807 6.4418936 6.5010395 6.58979 7.335399 7.4217687 7.9989333 8.130114 8.130114 8.173867 8.189449 8.210368 8.338264 8.345123 8.903506 8.903506
0.5599878 1.1227393 1.2404214 1.4077352 1.934724 2.1111817 2.154491 2.154491 2.499068 2.5924702 2.5924702 2.627928 2.6530714 2.6530714 2.7170057 2.7280593 2.9292989 2.9408157 3.0698392 3.131063 3.131063 3.1811504 3.2083886 3.2083886 3.26747 3.3165658 3.3331938 3.3331938 3.3960705 3.5879526 3.5879526 3.5879526 3.637531 3.6619866 3.6619866 3.7502017 3.762777 3.762777 3.7948089 3.8928778 3.8928778 3.9019945 3.934757 3.934757 3.9655957 3.9930766 3.9930766 3.9936693 4.012453 4.0158777 4.085615 4.114298 4.135074 4.1759057 4.1876235 4.2389646 4.2664394 4.274895 4.291819 4.350984 4.350984 4.3751564 4.4055657 4.417435 4.417435 4.4352956 4.439272 4.4418406 4.4802446 4.4996266 4.514481 4.5171313 4.541547 4.5432577 4.5452814 4.5487742 4.5648866 4.5739427 4.5937433 4.7051377 4.8171797 4.8171797 4.931671 5.0448675 5.0448675 5.137927 5.1904707 5.231432 5.7634864 5.7634864 6.022253 6.022253 6.2877417 6.4420447 6.4420447 6.521082 6.5394316 6.5394316 6.654152 6.7199593
0.24209227 0.29158032 0.29158032 0.38756943 0.41770035 0.41770035 0.57320476 0.57320476 0.60834587 0.6532519 1.4111134 1.44392 1.6412929 1.7754455 1.7754455 1.8029455 1.8029455 1.8063344 1.8648077 1.8981993 2.020312 2.020312 2.1245828 2.3525045 2.372003 2.4919684 2.6923978 2.6923978 2.8457103 2.8674188 2.9442186 2.9442186 2.974329 2.974329 3.1252246 3.1252246 3.2763395 3.2763395 3.3141944 3.3378406 3.3862214 3.3862214 3.4139473 3.4417531 3.4417531 3.5099673 3.5188127 3.5188127 3.5270214 3.5613458 3.565126 3.5667467 3.6049051 3.6049051 3.6372313 3.6601362 3.6839688 3.7100284 3.7102194 3.721378 3.721378 3.7228227 3.7783492 3.898027 4.1218786 4.1218786 4.124053 4.1250906 4.1250906 4.128259 4.1368585 4.1663923 4.2426686 4.2426686 4.2641854 4.2713575 4.2827835 4.2827835 4.371233 4.371233 4.393879 4.474219 4.474219 4.5187907 4.791505 4.80048 5.112906 5.112906 5.356117 5.356117 5.67177 5.7635717 5.9225917 6.038272 6.1390443 6.1397295 6.1912985 6.1912985 6.6871834 7.081206
0.18320635 0.2559735 0.2559735 0.25671208 0.46411073 0.60254395 0.60254395 0.9306813 1.1114115 1.1486752 1.1492337 1.2273898 1.2273898 1.2624925 1.5117037 1.5117037 1.8079224 1.8169562 1.9056243 1.9056243 1.945024 1.989763 1.989763 1.9954778 2.1087935 2.3325305 2.3325305 2.436965 2.436965 2.4933288 2.5615122 2.5775874 2.5775874 2.6290596 2.6290596 2.6552668 2.6552668 2.6774082 2.6774082 2.6965775 2.7317858 2.773008 2.773008 2.7743938 2.847541 2.8759274 2.8947704 2.8947704 2.8991985 2.8991985 2.9336684 2.9439251 2.9439251 2.9655435 2.9993854 2.9993854 3.0243804 3.0440078 3.0499053 3.0499053 3.0524187 3.0524187 3.087607 3.0893247 3.0893247 3.1007185 3.1599343 3.171379 3.1842778 3.1976464 3.1976464 3.3311708 3.3311708 3.3862214 3.716472 3.7442315 3.785186 3.8254771 3.8731568 3.8772628 3.8840432 3.8986812 3.8986812 3.989958 4.0201044 4.1219735 4.3833227 4.4286466 4.4286466 4.5872774 4.59568 4.6531167 4.6531167 4.6536503 4.8313746 4.91749 4.91749 4.9203067 4.9351063 4.9351063
0.063188225 0.20325215 0.28218302 0.41128767 0.47942448 0.47942448 0.5166779 0.57014346 0.7529009 0.7529009 0.7529009 0.7529009 0.7529009 0.7529009 1.0831279 1.1040518 1.1040518 1.169178 1.169178 1.2043531 1.2043531 1.2611359 1.4071424 1.412943 1.4289489 1.4498978 1.4498978 1.4537219 1.4591933 1.4591933 1.4624752 1.4624752 1.4870733 1.5220704 1.5220704 1.5358455 1.5562059 1.5978454 1.5978454 1.6162444 1.6162444 1.6945137 1.7642627 1.8021595 1.8673956 1.9566168 1.9566168 1.976128 2.0583384 2.0583384 2.1242056 2.2488906 2.294966 2.4058707 2.4198701 2.4198701 2.4859123 2.5055978 2.5055978 2.5972424 2.7652974 2.7652974 2.7956293 2.81218 2.81218 2.8176622 2.9964762 2.9989638 3.0242689 3.0242689 3.049204 3.049204 3.1664262 3.1882627 3.1882627 3.1951172 3.3805137 3.3805137 3.3894734 3.4784458 3.5388043 3.5425313 3.5532413 3.6635427 3.7053933 3.7784472 3.7784472 3.7887669 3.8579886 3.929945 3.9677205 4.0342937 4.044908 4.0665336 4.0980678 4.1149015 4.2030373 4.2030373 4.210462 4.24088
0.16396703 0.16551422 0.24377583 0.2774474 0.2774474 0.2847447 0.2971307 0.2971307 0.2971307 0.2971307 0.36190003 0.3767496 0.3767496 0.3767496 0.38324896 0.38324896 0.42920578 0.5413111 0.5413111 0.5874406 0.59479696 0.59479696 0.6885413 0.6885413 0.7219741 0.7658536 0.7680107 0.81407934 0.83441526 0.9374988 0.9374988 0.97350085 0.97350085 0.97660744 1.0106711 1.0244814 1.1046382 1.1148955 1.1148955 1.140758 1.2774904 1.2927059 1.2927059 1.3260111 1.3516316 1.369208 1.4187669 1.4422373 1.4859807 1.4859807 1.4898882 1.5056932 1.5455927 1.5538733 1.5538733 1.6379424 1.6442211 1.6562651 1.6562651 1.6562651 1.6562651 1.6670784 1.7085739 1.7755606 1.7755606 1.8019797 1.8019797 1.8157349 1.8193853 1.8407218 1.8407218 1.8554252 1.8554252 1.873916 1.873916 1.917605 2.031224 2.031224 2.0533304 2.080116 2.114647 2.1410797 2.147414 2.2063923 2.4672656 2.4672656 2.5036016 2.5036016 2.6089468 2.717262 2.717262 2.8522484 2.9333665 2.986895 2.9996228 3.070206 3.070206 3.2521975 3.2521975 3.3120244
0.086394265 0.086394265 0.15607196 0.15915963 0.15915963 0.18402433 0.21155818 0.22225314 0.24234428 0.24234428 0.27829134 0.3257304 0.32710925 0.33383554 0.33383554 0.3521023 0.3564722 0.3564722 0.38685375 0.39681393 0.44378796 0.44378796 0.54363173 0.54363173 0.5517714 0.5574168 0.5574168 0.5793405 0.6140407 0.6408202 0.6408202 0.65236545 0.65236545 0.65236545 0.65236545 0.66326255 0.68630934 0.6935479 0.7231654 0.7373422 0.7373422 0.7590254 0.79083496 0.81334984 0.81334984 0.8234612 0.8234612 0.8689367 0.8689367 0.8814248 0.91687137 0.91687137 0.9438022 0.98543334 0.98543334 0.98645985 1.0202678 1.0202678 1.0366026 1.0930895 1.1010555 1.1368903 1.1368903 1.1601181 1.1601181 1.1775306 1.1789385 1.2222135 1.2555022 1.3037093 1.3153667 1.3220522 1.3356863 1.3798935 1.398146 1.4111935 1.4111935 1.424528 1.424528 1.4694406 1.4836752 1.4836752 1.6835755 1.6835755 1.7237527 1.7646853 1.7682366 1.7682366 1.787363 1.8437294 1.8637276 1.8886688 1.994841 2.057864 2.057864 2.2350447 2.2350447 2.3173351 2.727218 2.9643233
0.1600253 0.16358855 0.25463763 0.26907402 0.2787278 0.2787278 0.31494775 0.32632217 0.33332524 0.36370254 0.3813482 0.3813482 0.38245437 0.38245437 0.38334012 0.38334012 0.38385302 0.38798475 0.38798475 0.3914042 0.40396717 0.4136096 0.4136096 0.4285106 0.44547844 0.44547844 0.4849072 0.4849072 0.49097753 0.51253927 0.51253927 0.5525869 0.5525869 0.57080334 0.57080334 0.5761457 0.58257645 0.58257645 0.58916515 0.59441644 0.599882 0.62215906 0.62762874 0.6399385 0.6399385 0.64554197 0.67244285 0.67244285 0.6816679 0.7223428 0.7464195 0.7535628 0.76084816 0.7645177 0.7645177 0.782917 0.82680255 0.8329918 0.860809 0.8653689 0.88335836 0.88335836 0.90470725 0.9051019 0.9228852 0.9228852 0.92332834 0.9465382 1.0004117 1.0240352 1.0422057 1.0596402 1.0630103 1.1025199 1.1118591 1.121398 1.1613717 1.1803535 1.1919967 1.2067928 1.3135436 1.3495563 1.3962169 1.4638238 1.482208 1.4864173 1.5770862 1.6023732 1.6963435 1.7068588 1.772864 1.7826666 2.014481 2.0402255 2.0402255 2.070688 2.2229552 2.2541301 2.3009477 2.3715973
0.08650834 0.087478004 0.16934381 0.19545065 0.24117734 0.2566487 0.26050082 0.26050082 0.26930317 0.31448177 0.31448177 0.32982513 0.32982513 0.34253797 0.34601822 0.34601822 0.38334012 0.38334012 0.391219 0.40472603 0.40472603 0.41936067 0.41936067 0.4207072 0.4207072 0.42276245 0.42276245 0.42334393 0.4236004 0.4323347 0.4323347 0.43591273 0.43591273 0.43914357 0.44076812 0.44341755 0.44341755 0.4488214 0.46392614 0.4697845 0.48226255 0.4931373 0.4931373 0.4949786 0.5032903 0.51367444 0.5226729 0.5550428 0.5922472 0.5982064 0.5989092 0.6120741 0.6120741 0.6157473 0.6157473 0.63093793 0.6311857 0.6340426 0.6467168 0.6467168 0.6558227 0.6558227 0.65766066 0.65766066 0.6632813 0.67134243 0.68724126 0.7063654 0.7063654 0.71192414 0.7163707 0.72562295 0.74688494 0.74688494 0.7506395 0.7506395 0.84814435 0.86508733 0.86864483 0.869663 0.87700874 0.91894567 0.97040504 0.97040504 0.98775214 1.017194 1.0172998 1.069024 1.0730492 1.108911 1.2221915 1.2558129 1.3051343 1.4020058 1.6126893 1.6139649 1.6338906 1.6356225 1.6545874 1.9148431
